id,user_id,created,updated,accounting_reference,barcode,deleted,delivery,demo_mode,description,discountable,display_for_customers,eat_in,external_id,image,index,number,price,purchases,removable_ingredients,section_id,status,takeaway,title,trainee_mode,type,variable_price,vat,voucher,add_on_category_ids,printer_category_ids,standard_voucher_validity,manage_inventory,all_you_can_eat,all_you_can_eat_item_ids,all_you_can_eat_validity,section_id_menu,rating,votes,purchases_menu,price_menu,status_menu,type_menu,title_menu,index_menu,item_id,order_count,places
59906,423,1611005414,1741152987,,  ,0,1,0,Lækre friske oliven fra middelhavslande,1,1,1,,,0,24.0,29.0,23.0,,59901.0,Active,1,Oliven,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59906.0,21.0,1.0
59907,423,1611005444,1741152981,,   ,0,1,0,Sprøde og lækre majsfritter serveres med hjemmelavet mayo,1,1,1,,,0,25.0,49.0,36.0,,59901.0,Active,1,Polenta fritter med mayo,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59907.0,34.0,1.0
59908,423,1611005455,1741152795,,,0,1,0,"Cashew, mandler, peanuts",1,0,1,,,0,26.0,29.0,13.0,,59901.0,Active,1,Nødder,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59908.0,13.0,1.0
59909,423,1611005467,1719416452,,,0,1,0,Vores hjemelavet homus. med hjemmebagt brød,1,0,1,,,0,27.0,49.0,12.0,,59901.0,Active,1,Humus & brød,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59909.0,11.0,1.0
59911,423,1611005512,1750913580,123.0,,0,1,0,"Tomato sauce, cheese, grilled artichoke, olives and blanched spinach",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1662710953_631af4a9dc8e1.jpg?itok=NUAI4rrF,0,1.0,0.0,197.0,,72091.0,Active,1,Artichoke,0.0,Normal,1,25.0,0,,,1095.0,0,0,,120.0,72091.0,67.0,7.0,107.0,109.0,Active,Normal,Artichoke,0.0,59911.0,220.0,1.0
59912,423,1611005528,1747543314,,,1,1,0,"Broccoli, kartoffel &amp; soltørrede tomater",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547527_615df50744a63.jpg?itok=yFhLOdDx,1,2.0,129.0,43.0,,72091.0,Active,1,Broccolien,0.0,Normal,0,25.0,0,72380,5943117,365.0,0,0,,120.0,72091.0,30.0,3.0,31.0,129.0,Active,Normal,Broccolien,1.0,59912.0,46.0,1.0
59913,423,1611005553,1754728488,,,0,1,0,"Tomato sauce, cheese, potatoes, sweet potatoes and blue potatoes and rosemary",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547548_615df51cbba14.jpg?itok=OtZBbeuE,2,3.0,1.32,156.0,,72091.0,Active,1,Potatos,0.0,Normal,0,55.0,0,72380,5943117,1095.0,1,0,,120.0,72091.0,18.0,2.0,103.0,129.0,Active,Normal,Potato,2.0,59913.0,207.0,1.0
59914,423,1611005571,1754728489,,,0,1,0,"Røget tofu, fenikel &amp; honning tomater",1,1,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633551700_615e0554ed282.jpg?itok=pZ3xZZh3,3,4.0,119.0,26.0,,72091.0,Active,1,Tofuen,0.0,Normal,0,25.0,0,72380,5942162,365.0,0,0,,120.0,,,,,,,,,,59914.0,44.0,1.0
59915,423,1611005590,1754728487,,,0,1,0,"Kejserhatte, kartoffel &amp; spinat",1,1,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547586_615df542be2a5.jpg?itok=KaOUWsdg,4,5.0,129.0,89.0,,72091.0,Active,1,Kejseren,0.0,Normal,0,25.0,0,,,1095.0,0,0,,120.0,,,,,,,,,,59915.0,65.0,1.0
59916,423,1611005610,1754728488,,,0,1,0,"Tomato sauce, cheese, marinated portobello and oyster mushroom and truffle oil",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547601_615df5510282f.jpg?itok=x3ulpfqY,5,6.0,139.0,132.0,,72091.0,Active,1,Mushroom,0.0,Normal,0,25.0,0,72380,,365.0,0,0,,120.0,72091.0,47.0,5.0,73.0,139.0,Active,Normal,Mushroom,5.0,59916.0,160.0,1.0
59917,423,1611005630,1754728490,,,0,1,0,"Marineret tofu, grillet peberfrugt & ananas",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547618_615df5626e758.jpg?itok=2Ny0YydE,6,7.0,129.0,96.0,,72091.0,Active,1,Sunny Hawaii,0.0,Normal,0,25.0,0,72380,,365.0,0,0,,120.0,72091.0,102.0,11.0,69.0,129.0,Active,Normal,Sunny Hawaii,6.0,59917.0,98.0,1.0
59918,423,1611005646,1747543314,,,0,1,0,"Ristede kikærter, squash, syltede rødløg & tahindressing",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547657_615df58975f4d.jpg?itok=bloCx31Z,7,8.0,139.0,23.0,,72091.0,Inactive,1,Kikærten,0.0,Normal,0,25.0,0,72380,,365.0,0,0,,120.0,,,,,,,,,,59918.0,13.0,1.0
59919,423,1611005664,1754381924,,,0,1,0,"Aubergine, squash &amp; syltede rødløg",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547667_615df593bf066.jpg?itok=Ies6b-gm,8,9.0,119.0,43.0,,72091.0,Active,1,Auberginen,0.0,Normal,0,25.0,0,72380,,365.0,0,0,,60.0,72091.0,20.0,2.0,36.0,119.0,Active,Normal,Auberginen,8.0,59919.0,45.0,1.0
59920,423,1611005681,1741152981,,,1,1,0,Stol på pizzamesterens kreativitet,1,0,1,,,10,11.0,129.0,77.0,,72091.0,Active,1,Freestyle,0.0,Normal,0,25.0,0,,,365.0,0,0,,,72091.0,67.0,7.0,72.0,129.0,Active,Normal,Freestyle,10.0,59920.0,33.0,1.0
59921,423,1611005698,1741153008,,,1,1,0,"Røg krydret seitan, porre stegt med soltørret tomat & ristede løg",1,0,1,,,11,12.0,119.0,137.0,,72091.0,Active,1,Umamien,0.0,Normal,0,25.0,0,72380,,365.0,0,0,,,72091.0,116.0,12.0,127.0,119.0,Active,Normal,Umamien,11.0,59921.0,66.0,1.0
59922,423,1611005732,1747543314,,,0,1,0,"Pizza uden tomat sauce &amp; ost. Jordskokkepuré, rød og gule beder, &amp; trøffelolie",1,0,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633547733_615df5d54d9f9.jpg?itok=aOvP2iYV,9,10.0,125.0,17.0,,72091.0,Inactive,1,Den hvide,0.0,Normal,0,25.0,0,72380,,365.0,0,0,,120.0,,,,,,,,,,59922.0,15.0,1.0
59923,423,1611005761,1750325506,, ,0,1,0,Med rosmarin &amp; olivenolie,1,1,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633544536_615de958c82ce.jpg?itok=qir7pwF2,2,20.0,49.0,5.0,,59903.0,Active,1,Focaccia,0.0,Normal,0,25.0,0,,,365.0,0,0,,120.0,,,,,,,,,,59923.0,4.0,1.0
59924,423,1611005780,1750325507,,,0,1,0,"Med tomater, rødløg, oliven og rucolasalat
",1,0,1,,,1,19.0,89.0,8.0,,59903.0,Active,1,Vilde ris salat,0.0,Normal,0,25.0,0,,,365.0,0,0,,120.0,,,,,,,,,,59924.0,8.0,1.0
59927,423,1611005832,1747546187,,,0,1,0,Med avokado eller svampe,1,1,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/menu-items/59897/1633544608_615de9a07e1d4.jpg?itok=_1VbCAbk,4,22.0,0.0,24.0,,59903.0,Active,1,Sandwich,0.0,Normal,1,25.0,0,66749,,365.0,0,0,,120.0,,,,,,,,,,59927.0,13.0,1.0
59928,423,1611005852,1754728489,,,0,1,0,med brød,1,1,1,,,5,23.0,69.0,20.0,,72091.0,Active,1,Sæsonens suppe,0.0,Normal,0,25.0,0,66682,,365.0,0,0,,60.0,,,,,,,,,,59928.0,18.0,1.0
59929,423,1611005881,1741152794,,,0,1,0,"Med vaniljecreme
",1,0,1,,,0,85.0,30.0,18.0,,59904.0,Inactive,1,Squash kage,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59929.0,5.0,1.0
59930,423,1611005902,1719416452,,,0,1,0,Med vaniljecreme,1,0,1,,,0,86.0,39.0,1.0,,59904.0,Inactive,1,Choko mousse,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
59931,423,1611005919,1719416452,,,0,1,0,Med nødder & chokolade,1,0,1,,,0,87.0,25.0,0.0,,59904.0,Inactive,1,Cookies,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
59932,423,1611005933,1719416452,,,0,1,0,,1,0,1,,,0,88.0,35.0,10.0,,59904.0,Inactive,1,Snickerskage,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59932.0,2.0,1.0
59933,423,1611005950,1741152954,,,0,1,0,"Blåbær & ananas/lime
",1,0,1,,,0,89.0,40.0,8.0,,59904.0,Inactive,1,Cheesecake,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59933.0,3.0,1.0
59935,423,1611005987,1741152944,,,0,1,0,"Tequila, Lime, sukkersirup & salt",1,0,1,,,1,31.0,85.0,12.0,,59934.0,Active,1,Margarita,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59935.0,13.0,1.0
59936,423,1611006006,1741152977,,,0,1,0,"Rom, blåbær, lime, mynte & blåbærsirup",1,0,1,,,2,32.0,85.0,27.0,,59934.0,Active,1,Blue Mojito,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59936.0,19.0,1.0
59937,423,1611006024,1719416452,,,0,1,0,"Vodka, lime juice, rabarber sirup & ginger beer",1,0,1,,,3,33.0,85.0,22.0,,59934.0,Active,1,Pink Ginger,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59937.0,19.0,1.0
59938,423,1611006042,1719416452,,,0,1,0,"Gin, basilikum, citron juice & sukkersirup",1,0,1,,,4,34.0,85.0,5.0,,59934.0,Active,1,The Basil,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59938.0,7.0,1.0
59939,423,1611006059,1719416452,,,0,1,0,"Vodka, kahlúa & espressoshot",1,0,1,,,5,35.0,85.0,5.0,,59934.0,Active,1,Espresso Martini,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59939.0,6.0,1.0
59940,423,1611006085,1719416452,,,0,1,0,,1,0,1,,,6,36.0,75.0,9.0,,59934.0,Active,1,Gin & Tonic,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59940.0,10.0,1.0
59941,423,1611006099,1719416452,,,0,1,0,,1,0,1,,,7,37.0,85.0,0.0,,59934.0,Active,1,White Russian,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59941.0,1.0,1.0
59942,423,1611006114,1719416452,,,0,1,0,,1,0,1,,,8,38.0,75.0,8.0,,59934.0,Active,1,Dark N Stormy,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,59942.0,6.0,1.0
59946,423,1611006244,1741153008,,,0,1,0,Fra Rosforth & Rosforth,1,0,1,,,0,63.0,60.0,22.0,,59943.0,Active,1,Rødvin,0.0,Normal,0,25.0,0,62670,,365.0,0,0,,,59943.0,23.0,3.0,16.0,60.0,Active,Normal,Rødvin,0.0,59946.0,12.0,1.0
59949,423,1611006315,1741153010,,,0,1,0,"Fra Rosforth & Rosforth
",1,0,1,,,0,64.0,60.0,20.0,,59943.0,Active,1,Hvidvin,0.0,Normal,0,25.0,0,62670,,365.0,0,0,,,59943.0,15.0,2.0,16.0,60.0,Active,Normal,Hvidvin,0.0,59949.0,12.0,1.0
59950,423,1611006441,1719416452,,,0,1,0,Fra Rosforth & Rosforth,1,0,1,,,0,65.0,60.0,2.0,,59943.0,Active,1,Rosé,0.0,Normal,0,25.0,0,62670,,,0,0,,,,,,,,,,,,59950.0,3.0,1.0
59955,423,1611006532,1741153008,,,0,1,0,Rosforth & Rosforth,1,0,1,,,0,66.0,70.0,7.0,,59943.0,Active,1,Orangevin,0.0,Normal,0,25.0,0,62670,,365.0,0,0,,,,,,,,,,,,59955.0,4.0,1.0
59958,423,1611006575,1741153005,,,0,1,0,,1,0,1,,,0,67.0,70.0,4.0,,59943.0,Active,1,Bobler (cremant),0.0,Normal,0,25.0,0,62670,,365.0,0,0,,,59943.0,10.0,1.0,3.0,70.0,Active,Normal,Bobler (cremant),0.0,59958.0,3.0,1.0
59960,423,1611006693,1741153010,,,0,1,0,Pale Ale fra Kølster Bryggeri,1,0,1,,,0,50.0,45.0,71.0,,59959.0,Out of stock,1,"Bæst, Fadøl",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59960.0,41.0,1.0
59961,423,1611006741,1741153001,,,0,1,0,Wheat beer fra Kølster Bryggeri,1,0,1,,,1,53.0,45.0,22.0,,59959.0,Out of stock,1,"Højsommer, Fadøl",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59961.0,15.0,1.0
59962,423,1611006789,1741153001,,,0,1,0,IPA fra Kølster Bryggeri,1,0,1,,,2,54.0,45.0,18.0,,59959.0,Out of stock,1,"Trylledrik, Fadøl",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59962.0,10.0,1.0
59963,423,1611006836,1741153010,,,0,1,0,Mørk Pilsner fra Kølster Bryggeri,1,0,1,,,3,55.0,45.0,12.0,,59959.0,Out of stock,1,"Kornmod, Fadøl",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,59963.0,9.0,1.0
59999,423,1611177540,1741152960,,,0,1,0,"Burger with beyond meat patty, lettuce, tomato, red onion, organic pickles, smoked cheese and homemade burger sauce. Served with seasoned fries, fresh slaw with mint and your choice of double dip.",1,0,1,,,0,1.0,160.0,58.0,,59828.0,Active,1,The Classic Meal,0.0,Normal,0,25.0,0,61551|61554|61558|61562|61571|61575|61580,,365.0,0,0,,,,,,,,,,,,59999.0,42.0,1.0
60003,423,1611177920,1741152797,,,0,1,0,,1,0,1,,,0,1.0,55.0,5.0,,59829.0,Active,1,Seasoned Fries + Double Dip,0.0,Normal,0,25.0,0,61558,,365.0,0,0,,,,,,,,,,,,60003.0,2.0,1.0
60004,423,1611177957,1719416452,,,0,1,0,"Organic carrots, pointed cabbage, pomegranate, Mango,fresh mint & homemade vinaigrette",1,0,1,,,0,,40.0,6.0,,59829.0,Active,1,Fresh Slaw With Mint & Mango,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
60005,423,1611177981,1719416452,,,0,1,0,Deep fried smoked tofu strips with barbecue sauce and spring onions,1,0,1,,,0,,60.0,2.0,,59829.0,Active,1,Smokey Barbecue Tofu,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,60005.0,1.0,1.0
60006,423,1611178010,1719416452,,,0,1,0,Homemade Basil mayonnaise,1,0,1,,,0,,20.0,1.0,,60707.0,Active,1,Homemade Green Goddess Sauce,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
60007,423,1611178044,1719416452,,,0,1,0,Homemade Chili Mayonnaise,1,0,1,,,0,,20.0,8.0,,60707.0,Active,1,Homemade Real Chili Mayo,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
60008,423,1611178068,1719416452,,,0,1,0,Homemade Burger Sauce,1,0,1,,,0,,20.0,6.0,,60707.0,Active,1,Homemade Burger Sauce,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,60008.0,2.0,1.0
60009,423,1611178109,1741152791,,,0,1,0,Organic Chocolate Nut - milkshake,1,0,1,,,0,1.0,50.0,3.0,,59830.0,Out of stock,1,"Chocolate Shake 0,3 (V,VG)",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,60009.0,2.0,1.0
60010,423,1611178173,1741152797,,,0,1,0,Homemade raspberry & eldeflower lemonade,1,0,1,,,0,1.0,35.0,5.0,,59831.0,Active,1,"Raspberry Lemonade 0,3l (V, VG)",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,60010.0,1.0,1.0
60018,423,1611178373,1719416452,,,0,1,0,"Burger with patty , burger sauce, lettuce, cheese - Choose you favourite patty be it classic, rudimental or garden,
Seasoned fries & Organic ketchup",1,0,1,,,5,,110.0,1.0,,59828.0,Active,1,The Kids Meal,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
60036,423,1611695962,1741152791,,,0,1,0,"Burger with Celeriac (poached in stock), tomato chilli relish, lightly pickled cucumbers, fresh slaw, smoked cheese, lettuce and homemade green goddess sauce.
Served with seasoned fries, fresh slaw with mint and your choice of double dip.",1,0,1,,,2,1.0,160.0,8.0,,59828.0,Active,1,The Garden Meal,0.0,Normal,0,25.0,0,61551|61554|61558|61562|61571|61575|61580,,365.0,0,0,,,,,,,,,,,,60036.0,7.0,1.0
60037,423,1611696383,1741152968,,,0,1,0,"Burger with baked portobello mushroom with garlic & thyme, roast aubergine, red onion marmelade, lightly pickled cucumbers, smoked cheese, lettuce and homemade green goddess sauce.
Served with seasoned fries, fresh slaw with mint and your choice of double dip.",1,0,1,,,3,1.0,160.0,15.0,,59828.0,Active,1,The Rudimental Meal,0.0,Normal,0,25.0,0,61551|61554|61558|61562|61571|61575|61580,,365.0,0,0,,,,,,,,,,,,60037.0,11.0,1.0
60067,423,1612249982,1741152984,,,0,1,0,Dehydrerede knækbrød med grøntsagspuré,1,0,1,,,0,1.0,55.0,38.0,,60066.0,Active,1,Knækbrød,0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,60067.0,10.0,1.0
60460,423,1612696004,1743779567,,,0,1,0,"Briochebolle, frisk tomat og syltede rødløg.
Alle vores burgere er pyntet med china rose-spirer og frisee salat",1,1,1,,,0,15.0,89.0,79.0,,60454.0,Active,1,Klassikeren,0.0,Normal,0,25.0,0,61871|61873|72380,,,0,0,,,,,,,,,,,,60460.0,76.0,1.0
60465,423,1612699048,1743779577,,,0,1,0,"Briochebolle, Portobello, Frisk Tomat
Alle vores burgere er pyntet med china rose-spirer og frisee salat",1,1,1,,,0,16.0,89.0,28.0,,60454.0,Active,1,Portobello,0.0,Normal,0,25.0,0,61871|61873,,,0,0,,,,,,,,,,,,60465.0,27.0,1.0
60480,423,1612700136,1747544161,,,0,1,0,"Briochebolle, plantebøf, grillet peberfrugt, grillet  Portobello, Frisk Tomat og rødløgAlle vores burgere er pyntet med china rose-spirer og frisee salat. Yummy.",1,1,1,,https://lovingloyalty.com/sites/default/files/styles/menu_item/public/items/59897/1747542922_6829638ab8ade.jpg?itok=1qKbhejY,0,17.0,89.0,62.0,,60454.0,Active,1,Den Store Grillede,0.0,Normal,0,25.0,0,61871|61873,,365.0,0,0,,120.0,60454.0,47.0,5.0,43.0,89.0,Active,Normal,Den Store Grillede,0.0,60480.0,44.0,1.0
60708,436,1613061710,1741152791,,,0,1,0,Mango lassi with coconut cream,1,0,1,,,0,1.0,50.0,7.0,,59830.0,Active,1,"Mango Shake 0,3 l (V,VG)",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,60708.0,2.0,1.0
60822,423,1613139235,1741152950,,,0,1,0,,1,0,1,,,0,68.0,35.0,38.0,,60820.0,Active,1,Latte,0.0,Normal,0,25.0,0,,,365.0,0,0,,,60820.0,10.0,1.0,35.0,35.0,Active,Normal,Latte,0.0,60822.0,28.0,1.0
61329,436,1613995912,1741152968,,,0,1,0,"Double the patty! Double the fun!
Choose which burger you would like to double up!",1,0,1,,,4,1.0,200.0,25.0,,59828.0,Active,1,"The Double Meal (V,VG)",0.0,Normal,0,25.0,0,61566|61551|61554|61558|61562|61571|61575|61580,,365.0,0,0,,,,,,,,,,,,61329.0,12.0,1.0
61460,423,1614717862,1741152948,,,0,1,0,"Served with ris og chutney.
2 x vegan vegetable dishes,
2 x Daal,
2 x Samosa,
2 x Pappadum
",1,0,1,,,0,1.0,240.0,4.0,,61459.0,Active,1,"Vegan fun for 2 (V, VG)",0.0,Normal,0,25.0,0,61912,,365.0,0,0,,,,,,,,,,,,61460.0,2.0,1.0
61463,423,1614718162,1741152945,,,0,1,0,"2 x Veganske grøntsagsretter
Serveres med valgfrit tilbehør.
",1,0,1,,,0,1.0,80.0,2.0,,61459.0,Inactive,1,"Grøntsags duo (V, VG)",0.0,Normal,0,25.0,0,,,365.0,0,0,,,,,,,,,,,,61463.0,1.0,1.0
61466,423,1614718255,1719416452,,,0,1,0,,1,0,1,,,1,,40.0,0.0,,61464.0,Active,1,"Pakora (V, VG)",0.0,Normal,0,25.0,0,61909,,,0,0,,,,,,,,,,,,,,
61468,423,1614718359,1719416452,,,0,1,0,"Fyld med blomkål, grønne ærter og masala. 2 stk Samosa.",1,0,1,,,2,,40.0,0.0,,61464.0,Active,1,"Samosa (V, VG)",0.0,Normal,0,25.0,0,61909,,,0,0,,,,,,,,,,,,,,
61469,423,1614718483,1719416452,,,0,1,0,Indisk pandekageagtigt brød. ,1,0,1,,,3,,40.0,0.0,,61464.0,Active,1,"Pudla (V, VG)",0.0,Normal,0,25.0,0,61909,,,0,0,,,,,,,,,,,,61469.0,1.0,1.0
61470,423,1614718521,1719416452,,,0,1,0,"Store, sprøde hvedemelschips.",1,0,1,,,0,,12.0,0.0,,61464.0,Active,1,"Papadum (1 stk) (V, VG, G)",0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61472,423,1614718607,1719416452,,,0,1,0,"Indisk brød med gurkemeje, bukkehornblade, kommen frø og himalaya salt.",1,0,1,,,0,,15.0,0.0,,61471.0,Active,1,"Thepla (V, VG)",0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,61472.0,1.0,1.0
61473,423,1614718639,1719416452,,,0,1,0,"Indisk brød med himalaya salt, olie og hvedemel.",1,0,1,,,0,,15.0,0.0,,61471.0,Active,1,"Pratha (V, VG)",0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61475,423,1614718714,1719416452,,,0,1,0,"Kugler rullet i kokos lavet på havregryn, carobpulver, sukker og smør.",1,0,1,,,0,,40.0,0.0,,61474.0,Active,1,Kugleguf (V),0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61476,423,1614718736,1719416452,,,0,1,0,Indisk version af en risengrød med ris eller vermicellinudler. Toppes med nødder.,1,0,1,,,0,,45.0,0.0,,61474.0,Active,1,Paysam,0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61480,423,1614718917,1719416452,,,0,1,0,Kan laves vegansk.,1,0,1,,,0,,25.0,0.0,,61477.0,Active,1,Mango Lassi (V),0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61483,423,1614719018,1719416452,,,0,1,0,Kan laves vegansk.,1,0,1,,,0,,25.0,0.0,,61477.0,Active,1,Banan og Vanilje Lassi (V),0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61485,423,1614719119,1719416452,,,0,1,0,,1,0,1,,,0,,25.0,0.0,,61484.0,Active,1,"Naturfrisk Cola 0,25 l",0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61486,423,1614719138,1719416452,,,0,1,0,,1,0,1,,,0,,25.0,0.0,,61484.0,Active,1,"Naturfrisk Æblebrus 0,25 l",0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
61487,423,1614719153,1719416452,,,0,1,0,,1,0,1,,,0,,25.0,0.0,,61484.0,Active,1,"Naturfrisk Myntebrus 0,25 l",0.0,Normal,0,25.0,0,,,,0,0,,,,,,,,,,,,,,
